txId,userId
28264374,444530
230590635,307408
37232631,41056
230590640,542200
230590935,438628
199499977,107356
230590944,302996
5168113,94428
14242505,337760
230590958,199457
230590964,10279
5385245,511293
90001524,235151
230591531,80789
230591601,507352
230591610,275433
230592103,92064
230592118,345887
204222931,122650
102404547,214504
230592194,96458
220083421,423662
213854764,41056
230592225,534280
230592227,31834
230592565,218988
195312780,152
230592577,152
230592895,557715
205315047,201725
2225506,199457
230593153,330949
230593160,382231
230593172,180791
230593193,360398
82072202,503694
230593221,557715
205313460,508195
230593332,557715
40823733,199457
230593717,557715
14878319,557715
44690436,513473
7198144,513473
230593725,549320
230465363,549320
230593727,275433
230593831,486080
230593835,486080
230593839,486080
230593842,275433
230593845,57564
230593847,275433
5760273,57564
230594082,136664
230594088,57564
230594094,57564
230594099,57564
230594103,57564
230594107,57564
189319494,136664
36340051,136664
230594114,57564
81167039,57564
230594119,275433
230594121,57564
230594125,57564
230594127,275433
230594151,113376
230594153,4668
230594171,113162
230530318,544736
230594518,118465
230594521,77282
230594531,8544
230594536,345847
31428290,157006
230594640,2853
230594649,2853
230594655,220706
230594664,83400
230594674,66848
230595008,44129
230595080,77880
88008481,125911
230595329,152
230595336,2853
230595343,2853
230595355,237264
230595365,127446
88482029,12518
230595370,125178
230595373,4194
230595376,530821
102053373,139457
29115493,161121
230595454,355904
3403080,262470
37232627,67800
63437050,96709
91692789,275433
230595710,2853
230595713,182005
230595726,132131
230595729,376878
230595899,485594
37017453,182986
230596311,106348
230596318,205600
62278112,525472
230596326,36334
230596499,212437
230596503,274567
230596505,4705
2850408,398137
3401448,240507
3401466,32401
3435817,35335
230597986,74793
14964125,208967
3399422,73044
3420267,248285
3402672,151469
3435788,187702
3420566,122329
3403739,289069
3404363,41355
3403731,98190
230598445,115882
3409584,250541
116717112,308853
230598489,19784
230598493,339626
230598498,503464
39328972,341937
230598857,4705
172156904,77638
11998335,484925
230599182,16169
12456268,151110
230599188,145304
230599192,240087
82535029,102603
230530223,158404
199519680,107356
73325019,193712
230599502,158404
230599592,3531
230599952,55827
36716791,2156
3424859,75002
3406989,5393
22846405,268775
3823263,155195
230600961,318122
204222930,379080
230530220,333000
230601127,62273
21018157,70951
230601403,70982
3907826,356098
230530344,466763
230530239,74273
3908467,33443
37786467,232092
230601434,563099
75604393,221918
75604624,83381
230530351,473088
75604389,276315
3907817,102464
230530279,372493
75604435,6248
230602228,236432
75604693,45794
75604388,128512
230530211,285133
75604675,255251
75604630,59943
75604619,416040
230530289,513562
230602259,18423
75604439,305529
3907831,43462
3907803,328414
230530241,432792
230530345,73989
230530177,179690
75604437,372651
230437116,220616
230602315,377729
230602321,4525
230602325,524275
230542546,219103
230602331,201475
230602337,241783
230602343,441723
230602347,345150
230602355,159429
230602361,566782
230602580,123167
3419291,265604
230602597,408
230602610,119543
95764515,329
230602633,76575
230602655,260115
230602666,384341
230602960,73644
230602981,481185
230602989,426145
207801396,408
230603351,483440
232627257,568884
232363568,329
184703182,211547
230470032,453733
232629023,127952
230540206,559
206366496,251377
232027324,284998
123661757,221517
232629400,286118
14089429,293775
69718627,216063
232629705,375913
231990866,216063
232345692,58909
34074220,216063
230577399,216063
231990881,72991
78559791,375913
27323573,216063
209416370,216063
92083566,375913
232631007,375913
230579557,375913
3845819,324144
232631368,228523
231992573,292882
232631381,346733
230465364,191337
232631392,402283
232631398,124234
232347599,198329
230457872,169676
232035838,164963
3154628,312981
230465663,401727
232631652,109179
232632066,296480
230465365,207431
232632082,513426
232632256,151924
232632271,401632
17392693,321244
10392512,151868
4996223,463199
18551191,257029
183139127,26719
4987645,285994
3087999,422976
232632907,135576
11683574,135576
14304931,135576
232632920,135576
231993121,135576
10973700,135576
5343618,363416
33972936,35012
230658165,33777
81273866,401020
230667453,107459
97099605,443390
230658521,66839
231994024,187978
230658519,64312
232375440,119868
231997634,8080
232349061,48153
230643071,126619
232633987,428564
2755110,409865
5679647,439573
232359178,264901
27519165,540491
2893829,201547
232634213,459051
232349130,144474
230457369,253996
232349065,106788
230457366,55257
6609656,74174
62111499,452736
232359367,357216
232359368,283489
232634235,134250
232353601,139833
232634240,180080
58140282,469222
232348201,484828
1041617,196739
232359370,488456
232634267,276845
230457864,192295
40577593,248060
232634676,514669
232364856,334835
232345695,133727
62111535,334858
232356999,25096
232364495,16331
232349087,467218
232634732,419507
232364124,327739
232634737,286049
10039990,465593
230402464,471796
232339516,402158
231992554,259872
232352912,446887
10093434,38128
232637274,10303
230530267,391900
230530264,487626
230530339,362503
230530312,339127
230530207,140641
230470035,63491
232040298,12133
174325925,568578
232639665,41081
51974944,344466
230867389,164253
232639903,277212
232112188,199393
232639918,27977
230468066,58865
230405042,490717
101510795,192850
31760425,481433
6198280,130605
232642707,557603
232339344,79000
232339043,79000
230457454,273110
37961391,105949
75604920,129292
55017746,317449
232008924,44653
232642751,529943
75604972,459381
75605334,231614
230474094,129292
232643045,489953
96928468,553268
75605325,263052
232004181,447010
232009506,139087
230530248,175928
230530244,152
232644374,203023
231987657,393548
113278226,357392
232644856,283453
55286920,450662
230618363,456498
232008926,375388
4049602,139061
230643077,411278
231990417,416906
3893334,531213
51762853,339852
7424203,49633
150398561,403756
48688126,84485
3738448,63209
232349150,91305
232012314,66393
204265625,83188
14090184,537584
232349722,83188
219821355,83188
232008929,460304
232648116,298467
230470029,513839
204257865,202356
232039890,152
212359535,470759
196619563,152
195227601,152
232007347,197258
219841227,453796
219844395,537068
110252792,141303
230471896,47600
232352910,510611
230422929,416760
232649477,445077
203811432,372782
55987701,362985
232354179,529723
27545839,312608
203811355,529084
232650109,79009
232007343,352027
232007424,491744
232013890,72953
232650503,360445
119760814,441645
232650508,8652
75605400,8652
230659150,527242
230658173,88574
232014220,249911
232348838,311448
19879866,513283
75604928,354319
75604969,354319
232346255,510748
232014517,358018
67397959,318606
88669585,345616
232008584,509603
230473600,402825
232651625,549320
232651633,337032
232482146,555032
232359179,63209
232008591,555926
230473474,337032
232348846,152
80616186,526046
232652422,114969
6272991,167653
61923904,487083
232342530,366373
118994202,255525
232345632,97800
2919964,44504
39313952,149267
232472554,307084
232652764,249007
230465387,324814
27279848,356814
78106298,308973
230076465,152
232440557,180355
22584216,459711
19453544,354058
230658178,174270
232017782,42594
232009328,59663
230645767,72161
232653192,470131
95985627,152
232018188,435382
21506236,253602
54916228,11887
37232651,454065
232009324,274374
230659454,474459
230659453,185537
232348856,152
232018604,207443
230658518,418264
232018627,247587
232009949,421606
230659446,417150
232004810,33094
232018770,24025
232345697,557715
27456320,127206
232037554,168540
232018624,427020
230472251,464079
5157112,302996
218528901,11379
230789377,99186
232003681,44653
17684649,15537
49493537,345616
232059818,388145
230659458,228019
232654499,266414
75605397,266414
232349125,270993
232654975,153606
72694162,8652
230650425,354319
75604984,354319
33746092,354319
232654981,537584
232655296,337032
204265626,93390
232655299,367857
230670387,549320
208587659,270993
232655657,66781
138628121,215137
230456624,880
232655975,344742
116463851,114100
109963501,551053
232012751,383356
232343383,154079
230468058,10974
232344790,198057
232406455,300821
40424704,2704
232341121,397881
232341514,212328
107102569,139061
232354199,326926
232346251,326926
123586602,159881
232012117,424732
230459284,462148
232343693,521453
204265627,263316
232012307,83188
230439446,83188
30074536,336302
232656726,282583
232343708,328993
232657067,64004
232006917,377538
232346248,496113
230918484,358186
195218118,83188
232400021,83715
232013266,89710
230422092,442445
230468034,294711
82373183,103696
230422103,346058
232002810,157618
232344069,183420
232409454,514615
20631650,348527
142073953,548541
230659141,162164
230659151,162164
230650915,450566
230452292,537584
61769108,290612
16416103,149267
232348839,222978
232658266,275433
2790845,73851
62245730,494535
63011002,231614
232051257,31196
232004056,170511
48326265,216374
230658283,494951
71785469,465741
232658506,465741
196572976,465741
232008172,512925
232392947,445077
232658519,420030
232658521,420030
232359373,80789
232658525,63209
232037555,168540
5266986,8652
232658952,553075
232658962,135672
186407021,566480
232658992,490114
230470030,3568
37232643,131914
37232633,29825
232659010,200628
13779984,397895
230576390,57007
230658148,436184
232659387,400432
90215451,553842
232659398,364167
13366684,156258
232659744,298266
232354197,294268
13615479,81555
230768499,152
2799453,520257
232016992,542748
29915451,548812
230659449,477060
232348187,545451
232342233,557715
232660049,98925
232660054,490606
29915449,67417
232009157,205000
88713167,509001
232004428,561846
232004438,303166
39251209,57007
195231797,286807
232038019,129041
232660418,494668
80479288,425974
230453428,498013
230473601,182297
27458328,164595
232346082,194955
230659457,486080
230659430,486080
178273573,290612
232660461,557715
230557749,164525
232004444,15537
37232650,534286
35665320,88339
232018519,15537
110256134,99186
232660851,221052
219843145,309020
232038018,129041
230511899,285253
232010309,42594
232073795,152
3084050,106845
69629033,139087
232661357,390075
232661363,203398
232661365,203398
1582516,190622
232661381,255612
230658179,88574
5163156,544928
232400857,384433
187182569,253602
230659455,559465
192392088,117787
7119026,269038
232345698,557715
232346075,549320
2910383,549320
232661960,549320
232661965,549320
232661969,66781
230539740,66781
230470031,449787
232661983,176195
89871612,408166
230659451,159544
232662000,194955
230659445,486080
68588132,549320
219839769,237317
232662122,176195
232662128,87539
230520011,494897
232345696,557715
230619744,486080
88709911,465741
230618742,420030
232000577,537584
232019373,490114
2910385,549320
232040299,549320
232662861,105082
232662867,549320
75604916,568191
36787463,1079
231996125,1079
231995762,1079
214640616,332069
7214158,1079
231995683,1079
231997599,1079
231995685,1079
231995763,1079
231995671,1079
232027347,391434
7529721,1079
229695175,1079
225653584,1079
68959537,1079
229695614,1079
141327911,1079
230659120,137061
231996113,1079
3326534,1079
117844308,1079
230473468,1079
65821867,1079
45874911,1079
231996121,1079
95679861,1079
194837559,1079
231997280,1079
231995248,1079
231996108,1079
231995249,1079
206786861,1079
231997282,1079
151223578,1079
231995755,1079
231996119,1079
230473473,1079
231997272,1079
231996112,1079
85343584,1079
231996117,1079
227105852,1079
231997277,1079
232001647,1079
231996124,1079
46972686,559236
131659143,1079
230658280,348625
21696454,3720
231995681,1079
231998448,1079
231996110,1079
135025925,1079
231995679,1079
231996118,1079
188671066,1079
231995672,1079
231995677,1079
231996126,1079
36189820,1079
230473471,1079
231995676,1079
231997307,1079
231995687,1079
231996109,1079
231995669,1079
163941342,1079
149112705,1079
230473469,1079
199597966,1079
231996115,1079
231996114,1079
231996116,1079
230946555,1079
231995245,1079
231997273,1079
230658275,319966
231995250,1079
11897673,332331
27998418,325310
231997281,1079
231997275,1079
175036641,1079
230473470,1079
12639273,257729
230658177,134653
13015066,1079
231995761,1079
231996111,1079
231997274,1079
230658158,522936
21696455,225451
232665421,327747
3158307,10186
183781611,1079
232665894,1079
230442067,274
232667551,2005
3766714,79370
230847017,75198
232667755,27098
230530247,529715
230847045,218448
230530310,415962
230451713,160656
232346256,65636
230457447,49905
232668763,359137
232668769,127632
232359371,398086
232448803,286235
230658523,77282
230436761,77282
232033970,77282
230847087,226706
28030823,77282
232033982,77282
230659437,77282
230436737,77282
230436742,77282
232034284,77282
14341617,549392
230530273,152
232040323,249648
230530281,451629
232349075,152
232036650,2853
232034934,304029
232034941,2853
232034939,311079
232669764,2853
232349071,444983
232349072,152
230473599,278072
230457445,152
48286467,235493
79642404,63871
230473487,150
29610273,152
3445065,228232
215701791,113277
232670405,190541
232040050,149163
44582490,46414
203648404,107373
232670427,128432
232670448,165033
232670457,368469
3402009,55722
230946668,297159
230652597,279390
232035283,152
14560648,171079
22772202,171079
232015613,220392
14549065,300390
230658284,236672
232671370,51272
232006630,216438
231026116,503541
232036654,2853
232031789,2853
232035051,273308
232037400,2853
232348759,2853
232037098,152
232671786,272200
232671793,272200
232672129,272200
232034950,2853
232014505,2853
232347748,152
232039381,2853
230714895,326926
232033533,152
33332486,305853
232034942,2853
232672940,2853
232348091,2853
230470033,152
232673013,494668
110466462,337760
232673020,138645
32209492,312983
73191409,152
231499595,29675
99010884,209955
232346245,152
232673058,2301
3199936,197876
12829345,383065
214640857,710
230659448,25871
232016542,249693
232673081,58699
230847009,116947
230473575,48968
230471914,173719
3761361,249863
230847079,94161
232673468,249772
8427177,106655
232673585,220582
232673590,217542
232673595,373545
232673599,530383
230652603,16538
232673917,396520
232673920,456095
232473518,258900
232673926,568110
232673937,558777
232673945,540945
232673949,407734
232673952,454848
232673957,289865
232673961,519660
232673965,431033
230652612,27796
232059246,162555
232674334,495192
232674339,489787
232674344,260074
230456622,880
232038821,152
232034935,2853
232034946,2853
232352911,93465
232037102,2853
230659123,536976
89736340,536976
232675061,366480
232675078,245099
3385845,185412
232675389,215664
147419328,295347
232018616,75555
14199065,248137
232675741,258183
40543037,49788
232675746,396043
232036724,105285
232675758,68473
232059609,229186
37232641,255411
37232637,38915
231572982,468415
230643073,213958
196536221,230296
232072021,311010
230659136,496342
122282643,335233
72957868,545472
230658525,472223
230658520,462949
230658273,171637
232383582,264046
10818605,298798
230659122,98917
36385394,445001
230658154,411104
230659432,355103
230659438,125743
230659117,95172
10389514,242457
230659447,150810
230658517,51684
230658174,365173
230658281,27720
230658155,358522
11343564,2156
4959428,4705
72241276,569117
206222134,710
49929726,14726
3403094,491860
3391095,347260
3400134,362941
230448375,34265
232042969,103830
232679753,136544
230530284,563526
232679778,262322
232345690,343062
230946548,238913
3423872,72095
3402165,293762
230946692,180124
232047417,430577
232014513,400494
230847032,37538
230658172,133955
232680471,158295
230659124,536950
15192868,6666
232680483,8355
232351322,303597
232680982,319461
230659131,342542
230847053,368388
5043402,219318
230659139,452619
230659146,356911
230847499,102373
230448737,413399
57883025,354555
230460299,144164
175872615,153258
3762140,310562
232350655,264102
91411167,9551
230702954,454578
230406522,451629
75604930,451629
232683078,451629
232683080,451629
230452774,1873
3912534,4705
51261592,173009
15478526,501450
230659461,56381
230658164,93279
230658997,220168
21696456,414095
231995675,1079
223265,229282
232686009,478967
218531044,710
232354198,150678
195237911,710
232686665,337032
232686668,337032
232007419,225008
232686676,313461
232298067,325159
232346073,313461
232687319,502757
232687445,47584
28261907,465581
232687457,364156
232340238,279933
32103978,391769
232349074,262298
18900606,170017
232687785,107742
232000584,158404
88008484,125911
232687817,364156
232688102,65732
95675985,61198
85707447,93971
232688308,31979
63006056,276028
232688319,140611
232688452,333070
230946408,33164
232688469,494668
232688889,494668
232688895,212517
230389794,5358
232346080,480498
230473598,55764
232346257,84995
28172257,480498
3407314,122399
71136742,92131
12755007,60780
232689647,389419
232689778,366768
232689970,350947
230935082,65540
232690088,278240
230530300,53992
230454327,465861
230468057,90081
232691001,63278
232348844,356205
232363569,329
230464945,408
55905945,275253
232696994,75751
230658291,54461
232382459,329
232698816,22128
204222932,132147
230531551,285433
232698829,108027
230531550,325719
232698839,518573
230623251,395112
232698847,121899
232698850,101529
232699222,192626
116499219,43686
232001654,1079
232378468,329
2718035,329
230650426,64148
230530335,304490
232377157,1079
230582497,218500
232702305,6162
232073368,367636
230642380,249943
52418452,95814
232703120,329
13258060,310984
12946183,329
230530269,385130
230530276,95744
232359372,309690
230653140,105228
28358478,425107
232709588,329
232382462,329
75604967,125720
232712343,140490
75604973,253200
230530231,94860
75604919,366499
3908440,360507
75605128,388785
75604980,261526
75604975,376739
230530217,441981
5263760,430554
75604917,294314
75605330,127311
230530243,110528
230530328,135273
232582209,42724
230450273,107529
230457028,535241
232712396,267508
232712397,327696
75605340,379284
2217948,162176
232357823,380481
232358176,191817
75605177,248493
230535061,237699
75605338,220789
230530290,549578
230530342,265031
230530333,36340
230530232,242413
3907837,227294
230530349,246223
230530256,557982
231754427,455787
230530291,204802
75604925,366115
230530309,69424
230530315,139653
75604977,114251
230530343,410849
75604924,533753
88126201,107715
230530186,523037
230530320,506548
75605184,513908
75604985,276903
75605333,438571
3907870,460966
75605332,551086
231597160,384642
75605180,125309
75605182,291065
75605130,430276
75603754,102304
230530293,123305
230530299,80131
75605336,69346
230530233,523481
230530306,431458
232714812,269508
232947878,108987
232027325,220756
17796937,296426
195218115,51250
232780866,42090
231992557,376532
230452736,495085
232346072,66302
232781199,276969
232346069,436129
6247665,411192
34174548,297003
231993118,135576
91301013,24749
233997256,352462
232359167,376215
230540205,249233
232608734,409103
233997266,304648
233997270,444273
51571237,493034
231993593,132597
230539741,79000
230539743,79000
230539744,79000
233393437,65732
62195631,277620
39915271,63947
12780016,469599
232000574,483323
75604039,446185
232007332,287125
232346074,447641
232351352,312944
230457448,83956
5125580,153932
3780600,84162
230530251,60780
232008935,136335
232004525,128217
232010159,290612
75604033,290612
117305967,60124
219280737,225506
230658526,522733
1553767,236510
230411642,103129
78995059,248206
232341802,254271
232014177,488330
232072340,275474
230789891,539748
230468043,340140
233999928,537673
230659441,512037
232346253,527956
232342520,177248
234000006,360308
230453433,549320
230468042,79141
82608531,504841
13150790,180302
196535269,327416
82927541,80255
232009503,164369
12799217,114969
232018768,290612
230457866,275053
234000524,557715
20412429,330949
65676552,477039
230697509,128575
232035697,180302
3885317,60780
123617434,301114
232002737,5358
232013872,112056
30922214,74339
232900448,217887
232013493,268293
232013274,554534
60428736,158634
232922779,439672
232342095,291985
232343709,355571
232344763,66937
232342208,197441
6085837,171079
230451740,473944
230658150,321247
232017363,39855
230658527,169948
37232676,319772
52434550,330949
3236253,197429
232037090,466458
15290459,8652
75604043,8652
232009330,557715
230658152,102404
232010338,328993
232019233,164369
225944002,24025
230464746,69993
232359151,61771
232008569,537673
232342532,486652
183402053,473254
232018276,557715
234002839,473169
3372732,369436
55115404,102030
199635150,547146
232345694,49322
230658167,432233
232037044,2853
232346254,460539
183403053,75868
192412836,362560
232354200,114770
232342103,33251
234003617,537584
234003621,325268
230436754,77282
230436744,77282
192827077,87500
230437623,241387
75604028,266414
204236566,152
230391412,237034
61371539,370674
34605815,444858
230391877,395950
232348828,2853
232036661,2853
230391411,291692
230468041,194046
195237910,152
37232677,183172
232359149,300730
232034952,2853
232034949,2853
232039861,152
157053175,98822
87780595,331608
230659121,404893
230658274,481330
230659118,20987
3775711,26220
3768470,182144
3768492,173604
3768941,81642
3766651,278085
3764144,156260
232354183,3531
29116676,343807
232352891,364156
34381791,363542
230658285,451202
232778357,478967
14942862,710
16642501,502932
63190813,24144
234011070,364147
230663643,80316
233599181,147791
233599185,219850
233599183,218299
233599192,554300
233599190,121181
234012376,59035
232349145,276553
233599184,384843
233599199,549418
233344558,481759
233599200,160835
233627096,128078
232349148,194508
233599196,207539
233419547,61557
29115494,336228
5035357,37328
2453685,38331
233599182,335857
233599197,94034
233599191,162033
232345693,88904
37232678,241943
6170350,531213
230530257,531213
233599194,247592
232018270,315899
232348119,73524
233599198,327128
230411700,119563
232348123,244383
233599193,251516
233599189,376346
232353514,156480
3757070,50939
3767838,88307
3764407,252516
75604036,419635
31207265,2136
13238769,73819
230530323,371105
75604031,259636
75604034,246268
75604040,340441
230530246,371461
3907739,415608
75604029,431130
230530206,115640
230530202,14337
230530266,164824
75604044,423745
230530340,226013
230530254,543280
75603996,419505
75603999,86690
233244084,499856
3907859,415648
230530176,551015
230530326,367612
75603991,95721
75604025,454038
75604006,282860
75604024,453148
230530209,360826
75604002,527288
75604011,368586
75604008,200328
75603992,336594
232065009,458271
31202194,59900
232064269,74428
5674127,353753
231426504,326206
232073378,509885
75604009,48946
232038004,234696
234015916,492172
230530182,78865
230642375,539425
232067334,385031
234015926,132584
230530317,557434
232055534,365453
232073372,339561
230457029,30991
3907848,312738
230547993,566569
31099729,244972
232349079,294593
75604013,563790
232072012,562328
230642396,44037
125738786,129404
232358815,535222
230949968,311511
232073373,35802
75604014,329221
232073379,380998
34108677,472488
232065025,229034
232064276,373925
75604010,460727
20306273,460727
234016633,460727
232065249,279333
232068051,174084
232430439,6162
231818725,43347
232038005,449928
232071110,537150
232361296,201710
230642382,542771
232073375,439383
234017673,36509
75604017,67943
234017968,324564
79480955,284856
75603986,284856
234017978,352413
230530258,508353
232357012,485133
234017998,185205
233221331,355466
75604016,227738
232068008,265989
33053374,21917
34549314,568125
232034707,310882
232358819,500677
230390238,157356
232071096,57290
232946915,329
230945818,31412
2311553,70313
232010199,471410
9225546,280785
234024792,329
3405622,26349
3764391,275358
14550424,114969
232346249,41022
230467965,204417
233599188,456576
233599195,199022
232009318,361036
27929626,102537
233955273,161942
232349077,387854
234029888,329
113371659,1079
232012569,107
75604020,70037
230659147,148471
11904777,365211
230658282,29821
230659119,273941
230658163,66417
3272536,29637
230724244,429
230459905,55534
230570637,30196
230460314,10325
230459930,237409
234034422,329
71384277,420014
234039048,432169
232959354,432169
232348114,273161
234039140,329
232073369,560251
232382461,329
232363566,329
75603987,32545
232065018,556951
232064964,398676
75603998,311524
3907730,468467
75604019,405036
230575530,513473
234059797,329
230530229,381643
232033555,19560
230554995,472347
230649772,332890
230458588,10357
20583965,480789
232359384,438615
230658276,22318
230658289,522330
230658176,183564
230658528,72929
234068812,329
230658145,447687
230459134,359509
230659133,223947
230658529,447564
230659440,235756
48236824,267569
230459100,120022
33484270,363410
230658277,502805
230658679,163742
230659125,196555
234074001,329
230659456,6247
230673815,59656
3195514,180316
230658159,289800
230459109,394459
230659434,279
230459149,495256
232383231,232254
232383229,163302
234074912,306456
230459077,194463
230658272,195410
230658292,10146
230659138,87658
230659442,477557
230459063,62047
230459083,405139
230658522,240087
234075333,174262
234075335,92891
232383230,329
